Datetime,msft,msft,msft,msft,msft
2025-08-04 19:35:00+00:00,534.489990234375,534.6500244140625,534.0999755859375,534.6500244140625,239114
2025-08-04 19:40:00+00:00,534.3900146484375,534.5,534.0800170898438,534.4849853515625,338544
2025-08-04 19:45:00+00:00,534.60498046875,534.8499755859375,534.3599853515625,534.3599853515625,326417
2025-08-04 19:50:00+00:00,534.9299926757812,535.0900268554688,534.2150268554688,534.5700073242188,634053
2025-08-04 19:55:00+00:00,535.469970703125,535.6799926757812,534.8400268554688,534.9299926757812,1746292
2025-08-05 13:30:00+00:00,535.6099853515625,537.219970703125,535.5499877929688,537.219970703125,1278937
2025-08-05 13:35:00+00:00,535.969970703125,536.7000122070312,535.030029296875,535.5750122070312,460148
2025-08-05 13:40:00+00:00,535.760009765625,536.1500244140625,535.530029296875,535.9600219726562,408731
2025-08-05 13:45:00+00:00,535.0850219726562,536.010009765625,535.0599975585938,535.780029296875,281167
2025-08-05 13:50:00+00:00,535.9349975585938,535.971923828125,534.72998046875,535.1300048828125,273291
2025-08-05 13:55:00+00:00,535.280029296875,536.0999755859375,535.1400756835938,535.8701171875,229113
2025-08-05 14:00:00+00:00,534.6699829101562,535.2150268554688,534.0,535.1500244140625,379844
2025-08-05 14:05:00+00:00,534.6649780273438,534.97998046875,534.1849975585938,534.7000122070312,242576
2025-08-05 14:10:00+00:00,534.780029296875,534.8939819335938,534.6400146484375,534.6699829101562,208268
2025-08-05 14:15:00+00:00,534.22998046875,534.8900146484375,534.1900024414062,534.739990234375,253015
2025-08-05 14:20:00+00:00,533.9600219726562,534.3900146484375,533.8607177734375,534.3098754882812,171307
2025-08-05 14:25:00+00:00,534.0700073242188,534.22998046875,533.469970703125,533.97998046875,229343
2025-08-05 14:30:00+00:00,533.5599975585938,534.0700073242188,533.381591796875,534.0599975585938,217623
2025-08-05 14:35:00+00:00,533.260009765625,533.9299926757812,533.1599731445312,533.5599975585938,181535
2025-08-05 14:40:00+00:00,533.1849975585938,534.0,533.0499877929688,533.260009765625,329302
2025-08-05 14:45:00+00:00,532.1900024414062,533.3099975585938,532.1099853515625,533.1849975585938,287190
2025-08-05 14:50:00+00:00,532.25,532.7000122070312,532.0399780273438,532.27001953125,212770
2025-08-05 14:55:00+00:00,531.9099731445312,532.2849731445312,531.8101196289062,532.2849731445312,198229
2025-08-05 15:00:00+00:00,532.2349853515625,532.4299926757812,531.469970703125,531.8900146484375,269410
2025-08-05 15:05:00+00:00,532.3599853515625,532.9600219726562,532.2150268554688,532.2150268554688,230866
2025-08-05 15:10:00+00:00,532.3699951171875,532.510009765625,531.5,532.3200073242188,177871
2025-08-05 15:15:00+00:00,532.5700073242188,532.6599731445312,532.0499877929688,532.3800048828125,176563
2025-08-05 15:20:00+00:00,532.3150024414062,532.6199951171875,532.0,532.5999755859375,154463
2025-08-05 15:25:00+00:00,532.3685302734375,532.5748901367188,532.14599609375,532.2949829101562,95285
2025-08-05 15:30:00+00:00,532.097900390625,532.4990844726562,532.097900390625,532.3099975585938,88432
2025-08-05 15:35:00+00:00,531.4598999023438,532.1300048828125,531.3800048828125,532.1300048828125,140447
2025-08-05 15:40:00+00:00,531.4000244140625,531.5800170898438,530.7000122070312,531.3499755859375,125843
