Datetime,googl,googl,googl,googl,googl
2025-08-04 17:00:00+00:00,193.98500061035156,194.0500030517578,193.92999267578125,194.02999877929688,115935
2025-08-04 17:05:00+00:00,194.06500244140625,194.1199951171875,193.94180297851562,193.9897003173828,129787
2025-08-04 17:10:00+00:00,194.2100067138672,194.24000549316406,194.05999755859375,194.05999755859375,161752
2025-08-04 17:15:00+00:00,194.29879760742188,194.3249969482422,194.125,194.1999969482422,167214
2025-08-04 17:20:00+00:00,194.27999877929688,194.30999755859375,194.1645965576172,194.29800415039062,113558
2025-08-04 17:25:00+00:00,194.33999633789062,194.4010009765625,194.25,194.32000732421875,212473
2025-08-04 17:30:00+00:00,194.3300018310547,194.39500427246094,194.27000427246094,194.33999633789062,177831
2025-08-04 17:35:00+00:00,194.44500732421875,194.47500610351562,194.2100067138672,194.3300018310547,177480
2025-08-04 17:40:00+00:00,194.3000030517578,194.47000122070312,194.2899932861328,194.44500732421875,152373
2025-08-04 17:45:00+00:00,194.22000122070312,194.38999938964844,194.0749969482422,194.30999755859375,158545
2025-08-04 17:50:00+00:00,194.27499389648438,194.3800048828125,194.1699981689453,194.22999572753906,168317
2025-08-04 17:55:00+00:00,194.49000549316406,194.5399932861328,194.25999450683594,194.26499938964844,251432
2025-08-04 18:00:00+00:00,194.69000244140625,194.72999572753906,194.39999389648438,194.48500061035156,292855
2025-08-04 18:05:00+00:00,194.52000427246094,194.77999877929688,194.52000427246094,194.66859436035156,163415
2025-08-04 18:10:00+00:00,194.57000732421875,194.69000244140625,194.50999450683594,194.52850341796875,122914
2025-08-04 18:15:00+00:00,194.44000244140625,194.5800018310547,194.4199981689453,194.5594940185547,163928
2025-08-04 18:20:00+00:00,194.5399932861328,194.6699981689453,194.44000244140625,194.4499969482422,193028
2025-08-04 18:25:00+00:00,194.5399932861328,194.66000366210938,194.4499969482422,194.52000427246094,208779
2025-08-04 18:30:00+00:00,194.60000610351562,194.63999938964844,194.49000549316406,194.5399932861328,135294
2025-08-04 18:35:00+00:00,194.67999267578125,194.69000244140625,194.5,194.57000732421875,177848
2025-08-04 18:40:00+00:00,194.73500061035156,194.77000427246094,194.52000427246094,194.67999267578125,255917
2025-08-04 18:45:00+00:00,195.1300048828125,195.13499450683594,194.72999572753906,194.72999572753906,409835
2025-08-04 18:50:00+00:00,195.1999969482422,195.21499633789062,195.10000610351562,195.1300048828125,282537
2025-08-04 18:55:00+00:00,194.8800048828125,195.27000427246094,194.875,195.218994140625,248821
